30.76752633,103.98388000,-0.350,-0.002
30.76752150,103.98388217,-0.349,-0.005
30.76751783,103.98388450,-0.347,-0.009
30.76751533,103.98388733,-0.342,-0.002
30.76751283,103.98389083,-0.346,-0.006
30.76751017,103.98389450,-0.350,-0.009
30.76750800,103.98389667,-0.350,-0.005
30.76750850,103.98389733,-0.354,-0.002
30.76750733,103.98389867,-0.351,-0.007
30.76750350,103.98390100,-0.349,-0.008
30.76750117,103.98390550,-0.349,-0.007
30.76749933,103.98390950,-0.350,-0.005
30.76749250,103.98390733,0.452,-0.097
30.76748433,103.98389500,2.071,-0.402
30.76747017,103.98387050,5.062,-0.933
30.76745200,103.98384550,8.293,-1.070
30.76742483,103.98380717,13.414,-1.539
30.76739633,103.98376467,18.646,-1.875
30.76737083,103.98371967,23.933,-2.287
30.76734733,103.98368400,28.106,-2.489
30.76732750,103.98365917,31.204,-2.686
30.76730383,103.98362450,35.817,-2.941
30.76727150,103.98358433,41.060,-2.507
30.76723167,103.98355400,46.084,-0.879
30.76719533,103.98353100,50.550,1.740
30.76715100,103.98352233,54.251,5.596
30.76710600,103.98353650,56.375,10.379
30.76706400,103.98355217,58.334,15.182
30.76702317,103.98356883,60.233,19.901
30.76698400,103.98358883,61.653,25.184
30.76694350,103.98360933,63.420,30.021
30.76692417,103.98361667,64.219,31.820
30.76690400,103.98362417,65.260,34.486
30.76686467,103.98364750,66.473,39.608
30.76682467,103.98367533,67.598,44.711
30.76678350,103.98370067,69.015,49.854
30.76674317,103.98372850,70.165,55.107
30.76670117,103.98375283,71.770,60.088
30.76666117,103.98377967,72.910,65.073
30.76661967,103.98380667,74.187,70.241
30.76658050,103.98383750,74.998,75.412
30.76653867,103.98386517,76.128,80.657
30.76649783,103.98389300,77.317,85.747
30.76645883,103.98392433,78.073,91.070
30.76641883,103.98395200,79.187,96.045
30.76637883,103.98398067,79.944,101.213
30.76633917,103.98401183,80.669,106.487
30.76629967,103.98404417,81.313,111.747
30.76626167,103.98407700,81.713,117.044
